,,,RESIDENTIAL,,,,COMMERCIAL,,,,INDUSTRIAL,,,,TRANSPORTATION,,,,OTHER,,,,TOTAL,,,
1998,UT,Final,"393,889","5,755,764",.,6.84,"382,900","6,708,935",.,5.71,"259,440","7,511,167",.,3.45,.,.,.,.,"32,582","724,458",.,4.50,"1,068,811","20,700,324",.,5.16
1998,VA,Final,"2,607,611","34,703,131",.,7.51,"1,468,599","26,176,251",.,5.61,"764,004","20,024,370",.,3.82,.,.,.,.,"483,503","9,704,770",.,4.98,"5,323,717","90,608,522",.,5.88
1998,VT,Final,"226,627","1,951,338",.,11.61,"180,777","1,786,461",.,10.12,"111,533","1,533,907",.,7.27,.,.,.,.,"8,160","91,554",.,8.91,"527,097","5,363,260",.,9.83
1998,WA,Final,"1,577,062","31,362,243",.,5.03,"1,070,928","22,248,421",.,4.81,"1,061,549","37,616,473",.,2.82,.,.,.,.,"131,773","3,645,451",.,3.61,"3,841,307","94,872,590",.,4.05
1998,WI,Final,"1,368,986","19,087,368",.,7.17,"950,932","16,192,558",.,5.87,"1,004,077","26,040,151",.,3.86,.,.,.,.,"51,965","741,145",.,7.01,"3,375,960","62,061,222",.,5.44
1998,WV,Final,"569,796","9,053,001",.,6.29,"344,928","6,207,810",.,5.56,"421,629","11,161,138",.,3.78,.,.,.,.,"8,390","89,315",.,9.39,"1,344,743","26,511,264",.,5.07
1998,WY,Final,"126,404","2,012,636",.,6.28,"130,835","2,490,006",.,5.25,"235,229","6,950,165",.,3.38,.,.,.,.,"9,673","187,761",.,5.15,"502,141","11,640,568",.,4.31
1998,US,Final,"93,360,134","1,130,109,111",.,8.26,"72,574,696","979,400,919",.,7.41,"47,049,882","1,051,203,110",.,4.48,.,.,.,.,"6,863,450","103,517,594",.,6.63,"219,848,155","3,264,230,749",.,6.74
1999,AK,Final,"208,179","1,865,742",.,11.16,"219,481","2,385,306",.,9.20,"61,735","843,731",.,7.32,.,.,.,.,"28,016","197,835",.,14.16,"517,415","5,292,614",.,9.78
1999,AL,Final,"1,901,353","27,047,743",.,7.03,"1,187,496","18,144,535",.,6.54,"1,319,739","34,532,959",.,3.82,.,.,.,.,"47,464","675,842",.,7.02,"4,456,054","80,401,079",.,5.54
1999,AR,Final,"1,042,899","14,045,427",.,7.43,"487,564","8,374,112",.,5.82,"687,904","16,679,669",.,4.12,.,.,.,.,"43,168","689,539",.,6.26,"2,261,531","39,788,747",.,5.68
1999,AZ,Final,"1,921,783","22,517,434",.,8.53,"1,484,419","19,776,459",.,7.51,"628,397","12,456,219",.,5.04,.,.,.,.,"135,619","2,911,833",.,4.66,"4,170,220","57,661,945",.,7.23
1999,CA,Final,"8,044,872","75,303,201",.,10.68,"8,452,188","86,371,049",.,9.79,"4,155,335","63,216,755",.,6.57,.,.,.,.,"418,427","9,939,876",.,4.21,"21,070,823","234,830,881",.,8.97
1999,CO,Final,"968,893","13,130,574",.,7.38,"953,804","17,006,131",.,5.61,"416,659","9,520,927",.,4.38,.,.,.,.,"75,171","913,287",.,8.23,"2,414,525","40,570,919",.,5.95
1999,CT,Final,"1,331,602","11,618,972",.,11.46,"1,147,004","11,833,601",.,9.69,"433,168","5,835,522",.,7.42,.,.,.,.,"56,286","514,910",.,10.93,"2,968,057","29,803,005",.,9.96
1999,DC,Final,"131,396","1,642,704",.,8.00,"608,812","8,146,217",.,7.47,"11,438","249,201",.,4.59,.,.,.,.,"24,877","379,691",.,6.55,"776,525","10,417,813",.,7.45
1999,DE,Final,"323,773","3,531,956",.,9.17,"247,910","3,353,042",.,7.39,"170,819","3,613,391",.,4.73,.,.,.,.,"7,144","53,987",.,13.23,"749,655","10,552,376",.,7.10
1999,FL,Final,"7,253,311","93,846,127",.,7.73,"4,297,424","69,054,724",.,6.22,"885,803","18,579,158",.,4.77,.,.,.,.,"382,865","5,790,250",.,6.61,"12,819,402","187,270,259",.,6.85
1999,GA,Final,"3,158,847","41,766,550",.,7.56,"2,272,403","34,093,467",.,6.67,"1,463,148","35,255,212",.,4.15,.,.,.,.,"130,407","1,540,518",.,8.47,"7,024,803","112,655,747",.,6.24
1999,HI,Final,"384,432","2,689,147",.,14.30,"367,806","2,887,392",.,12.74,"363,683","3,747,689",.,9.70,.,.,.,.,"7,197","56,909",.,12.65,"1,123,125","9,381,137",.,11.97
1999,IA,Final,"991,101","11,866,840",.,8.35,"533,486","8,268,980",.,6.45,"642,277","16,499,049",.,3.89,.,.,.,.,"88,092","1,398,944",.,6.30,"2,254,953","38,033,813",.,5.93
1999,ID,Final,"358,072","6,806,476",.,5.26,"271,120","6,449,747",.,4.20,"266,403","9,170,546",.,2.90,.,.,.,.,"13,221","295,624",.,4.47,"908,815","22,722,393",.,4.00
1999,IL,Final,"3,500,895","39,630,639",.,8.83,"3,100,718","41,968,404",.,7.39,"2,103,682","41,971,768",.,5.01,.,.,.,.,"542,444","9,110,730",.,5.95,"9,247,742","132,681,541",.,6.97
1999,IN,Final,"2,005,285","28,805,508",.,6.96,"1,219,653","20,160,545",.,6.05,"1,839,587","47,230,193",.,3.89,.,.,.,.,"52,303","539,218",.,9.70,"5,116,823","96,735,464",.,5.29
1999,KS,Final,"867,435","11,347,229",.,7.64,"738,912","11,822,259",.,6.25,"457,057","10,214,529",.,4.47,.,.,.,.,"38,861","436,090",.,8.91,"2,102,265","33,820,107",.,6.22
1999,KY,Final,"1,257,441","22,547,556",.,5.58,"696,496","13,222,392",.,5.27,"1,195,899","40,054,222",.,2.99,.,.,.,.,"149,000","3,273,844",.,4.55,"3,298,834","79,098,014",.,4.17
1999,LA,Final,"1,881,755","26,425,618",.,7.12,"1,158,710","17,581,287",.,6.59,"1,337,720","31,483,938",.,4.25,.,.,.,.,"172,042","2,775,833",.,6.20,"4,550,225","78,266,676",.,5.81
1999,MA,Final,"1,754,849","17,392,365",.,10.09,"1,896,086","21,489,097",.,8.82,"753,959","9,965,953",.,7.57,.,.,.,.,"76,905","560,029",.,13.73,"4,481,797","49,407,444",.,9.07
1999,MD,Final,"1,959,318","23,342,423",.,8.39,"1,703,323","24,988,489",.,6.82,"423,368","9,936,115",.,4.26,.,.,.,.,"71,842","819,198",.,8.77,"4,157,851","59,086,225",.,7.04
1999,ME,Final,"484,233","3,704,414",.,13.07,"366,985","3,491,172",.,10.51,"300,998","4,686,583",.,6.42,.,.,.,.,"14,934","61,467",.,24.30,"1,167,145","11,943,636",.,9.77
1999,MI,Final,"2,676,359","30,661,186",.,8.73,"2,757,339","35,095,923",.,7.86,"1,880,454","37,275,749",.,5.04,.,.,.,.,"96,409","948,146",.,10.17,"7,410,564","103,981,004",.,7.13
1999,MN,Final,"1,334,263","17,997,554",.,7.41,"688,291","10,908,630",.,6.31,"1,266,702","27,764,371",.,4.56,.,.,.,.,"54,535","728,529",.,7.49,"3,343,790","57,399,084",.,5.83
1999,MO,Final,"1,976,458","27,765,927",.,7.12,"1,440,589","24,111,390",.,5.97,"706,584","16,121,805",.,4.38,.,.,.,.,"65,442","1,045,847",.,6.26,"4,189,075","69,044,969",.,6.07
1999,MS,Final,"1,102,038","16,321,419",.,6.75,"690,481","11,151,248",.,6.19,"631,832","15,735,129",.,4.02,.,.,.,.,"61,206","771,996",.,7.93,"2,485,559","43,979,792",.,5.65
1999,MT,Final,"248,556","3,664,413",.,6.78,"192,205","3,025,110",.,6.35,"196,208","6,257,748",.,3.14,.,.,.,.,"21,209","334,326",.,6.34,"658,181","13,281,597",.,4.96
1999,NC,Final,"3,486,165","43,648,445",.,7.99,"2,221,311","35,068,685",.,6.33,"1,560,386","34,164,870",.,4.57,.,.,.,.,"143,838","2,133,125",.,6.74,"7,411,703","115,015,125",.,6.44
1999,ND,Final,"214,781","3,306,676",.,6.50,"145,346","2,349,845",.,6.19,"121,602","3,012,524",.,4.04,.,.,.,.,"18,743","443,149",.,4.23,"500,472","9,112,194",.,5.49
1999,NE,Final,"517,100","7,929,450",.,6.52,"362,247","6,661,121",.,5.44,"245,943","6,883,422",.,3.57,.,.,.,.,"86,467","1,336,019",.,6.47,"1,211,754","22,810,012",.,5.31
1999,NH,Final,"500,046","3,640,163",.,13.74,"406,763","3,603,569",.,11.29,"231,417","2,516,310",.,9.20,.,.,.,.,"16,360","128,038",.,12.78,"1,154,587","9,888,080",.,11.68
1999,NJ,Final,"2,797,657","24,550,826",.,11.40,"3,165,202","32,506,104",.,9.74,"1,007,306","13,121,469",.,7.68,.,.,.,.,"91,452","524,753",.,17.43,"7,061,620","70,703,152",.,9.99
1999,NM,Final,"400,945","4,649,203",.,8.62,"443,435","5,891,731",.,7.53,"253,426","5,957,242",.,4.25,.,.,.,.,"88,823","1,543,127",.,5.76,"1,186,632","18,041,303",.,6.58
1999,NV,Final,"597,709","8,385,627",.,7.13,"402,592","6,048,820",.,6.66,"517,603","10,860,728",.,4.77,.,.,.,.,"37,737","958,131",.,3.94,"1,555,643","26,253,306",.,5.93
1999,NY,Final,"5,696,198","42,919,230",.,13.27,"6,142,072","57,894,372",.,10.61,"1,230,605","25,835,438",.,4.76,.,.,.,.,"1,112,520","12,728,600",.,8.74,"14,181,393","139,377,640",.,10.17
1999,OH,Final,"4,045,743","46,628,505",.,8.68,"3,025,175","39,461,042",.,7.67,"3,213,685","74,292,951",.,4.33,.,.,.,.,"231,904","3,888,332",.,5.96,"10,516,509","164,270,830",.,6.40
1999,OK,Final,"1,208,052","18,301,132",.,6.60,"691,897","12,398,450",.,5.58,"478,251","13,271,058",.,3.60,.,.,.,.,"132,862","2,765,990",.,4.80,"2,511,064","46,736,630",.,5.37
1999,OR,Final,"1,038,067","18,057,849",.,5.75,"736,939","14,912,422",.,4.94,"504,930","14,105,807",.,3.58,.,.,.,.,"31,213","467,627",.,6.67,"2,311,155","47,543,705",.,4.86
1999,PA,Final,"4,025,115","44,126,365",.,9.12,"2,887,818","37,596,036",.,7.68,"2,269,383","46,059,033",.,4.93,.,.,.,.,"106,151","1,101,884",.,9.63,"9,288,468","128,883,318",.,7.21
1999,RI,Final,"270,041","2,667,403",.,10.12,"263,280","3,170,561",.,8.30,"84,941","1,158,271",.,7.33,.,.,.,.,"17,224","153,839",.,11.20,"635,485","7,150,074",.,8.89
1999,SC,Final,"1,790,295","23,698,792",.,7.55,"1,045,120","16,585,192",.,6.30,"1,196,057","32,116,915",.,3.72,.,.,.,.,"54,003","902,660",.,5.98,"4,085,478","73,303,559",.,5.57
1999,SD,Final,"245,034","3,302,181",.,7.42,"153,394","2,290,578",.,6.70,"88,692","1,948,974",.,4.55,.,.,.,.,"15,886","380,623",.,4.17,"503,006","7,922,356",.,6.35
1999,TN,Final,"2,246,612","35,424,922",.,6.34,"1,586,420","25,227,580",.,6.29,"1,318,700","31,493,221",.,4.19,.,.,.,.,"90,077","1,034,656",.,8.71,"5,241,811","93,180,379",.,5.63
1999,TX,Final,"8,201,198","108,591,469",.,7.55,"5,179,343","79,387,675",.,6.52,"3,963,870","99,741,189",.,3.97,.,.,.,.,"898,635","14,123,849",.,6.36,"18,243,044","301,844,182",.,6.04
1999,UT,Final,"391,210","6,236,409",.,6.27,"385,091","7,282,205",.,5.29,"254,101","7,568,119",.,3.36,.,.,.,.,"33,336","792,299",.,4.21,"1,063,740","21,879,032",.,4.86
1999,VA,Final,"2,677,382","35,778,744",.,7.48,"1,497,523","26,968,088",.,5.55,"778,452","20,269,126",.,3.84,.,.,.,.,"501,135","10,016,508",.,5.00,"5,454,492","93,032,466",.,5.86
1999,VT,Final,"243,176","1,998,569",.,12.17,"202,441","1,896,439",.,10.67,"116,674","1,587,448",.,7.35,.,.,.,.,"5,978","44,874",.,13.32,"568,269","5,527,330",.,10.28
1999,WA,Final,"1,673,433","32,817,021",.,5.10,"1,119,207","23,008,804",.,4.86,"1,151,899","39,498,769",.,2.92,.,.,.,.,"135,568","3,705,729",.,3.66,"4,080,108","99,030,323",.,4.12
1999,WI,Final,"1,425,680","19,501,671",.,7.31,"1,036,965","17,637,957",.,5.88,"999,327","25,664,668",.,3.89,.,.,.,.,"52,825","743,155",.,7.11,"3,514,796","63,547,451",.,5.53
1999,WV,Final,"593,021","9,452,189",.,6.27,"358,304","6,473,498",.,5.53,"423,249","11,126,326",.,3.80,.,.,.,.,"8,370","91,994",.,9.10,"1,382,943","27,144,007",.,5.09
1999,WY,Final,"128,341","2,025,096",.,6.34,"132,737","2,514,238",.,5.28,"235,679","7,064,583",.,3.34,.,.,.,.,"9,405","178,431",.,5.27,"506,161","11,782,348",.,4.30
1999,US,Final,"93,482,399","1,144,923,081",.,8.16,"72,771,327","1,001,995,720",.,7.26,"46,846,736","1,058,216,592",.,4.43,.,.,.,.,"6,795,598","106,951,690",.,6.35,"219,896,087","3,312,087,083",.,6.64
2000,AK,Final,"212,475","1,854,968",.,11.45,"218,573","2,236,476",.,9.77,"78,417","1,036,627",.,7.56,.,.,.,.,"25,781","181,897",.,14.17,"535,246","5,309,969",.,10.08
2000,AL,Final,"2,027,802","28,756,116",.,7.05,"1,253,945","19,056,897",.,6.58,"1,357,296","35,034,487",.,3.87,.,.,.,.,"48,215","676,719",.,7.12,"4,687,256","83,524,221",.,5.61
2000,AR,Final,"1,108,516","14,870,776",.,7.45,"518,746","8,746,494",.,5.93,"725,733","17,268,195",.,4.20,.,.,.,.,"46,370","725,721",.,6.39,"2,399,365","41,611,188",.,5.77
2000,AZ,Final,"2,096,081","24,843,977",.,8.44,"1,572,412","21,410,701",.,7.34,"631,474","11,975,136",.,5.27,.,.,.,.,"131,243","2,900,228",.,4.53,"4,431,208","61,130,046",.,7.25
2000,CA,Final,"8,628,981","79,240,640",.,10.89,"9,502,419","92,697,488",.,10.25,"4,593,968","64,310,842",.,7.14,.,.,.,.,"379,944","7,808,229",.,4.87,"23,105,312","244,057,201",.,9.47
2000,CO,Final,"1,024,816","14,028,933",.,7.31,"998,121","17,989,135",.,5.55,"423,456","9,954,783",.,4.25,.,.,.,.,"81,384","1,047,434",.,7.77,"2,527,777","43,020,285",.,5.88
2000,CT,Final,"1,264,461","11,645,482",.,10.86,"1,106,042","11,932,359",.,9.27,"425,063","5,810,692",.,7.32,.,.,.,.,"56,727","563,870",.,10.06,"2,852,293","29,952,407",.,9.52
2000,DC,Final,"130,380","1,624,100",.,8.03,"629,224","8,331,640",.,7.55,"12,919","272,558",.,4.74,.,.,.,.,"25,822","387,223",.,6.67,"798,344","10,615,520",.,7.52
2000,DE,Final,"305,253","3,574,847",.,8.54,"238,540","4,049,665",.,5.89,"134,245","3,600,867",.,3.73,.,.,.,.,"6,943","48,910",.,14.20,"684,980","11,274,290",.,6.08
2000,FL,Final,"7,696,331","99,005,604",.,7.77,"4,510,746","72,129,915",.,6.25,"913,460","18,883,858",.,4.84,.,.,.,.,"405,365","5,823,599",.,6.96,"13,525,899","195,842,975",.,6.91
2000,GA,Final,"3,386,291","44,559,989",.,7.60,"2,401,377","36,950,986",.,6.50,"1,481,000","36,085,360",.,4.10,.,.,.,.,"135,267","1,588,740",.,8.51,"7,403,934","119,185,077",.,6.21
2000,HI,Final,"453,650","2,764,617",.,16.41,"449,707","3,035,748",.,14.81,"448,081","3,833,873",.,11.69,.,.,.,.,"8,317","56,358",.,14.76,"1,359,755","9,690,595",.,14.03
2000,IA,Final,"1,007,251","12,028,663",.,8.37,"550,634","8,374,840",.,6.57,"665,443","17,126,799",.,3.89,.,.,.,.,"95,499","1,557,564",.,6.13,"2,318,829","39,087,867",.,5.93
2000,ID,Final,"377,497","7,006,491",.,5.39,"299,515","7,067,856",.,4.24,"261,663","8,407,698",.,3.11,.,.,.,.,"14,526","352,056",.,4.13,"953,202","22,834,098",.,4.17
2000,IL,Final,"3,546,277","40,146,401",.,8.83,"3,206,542","43,855,227",.,7.31,"2,042,803","40,939,211",.,4.99,.,.,.,.,"549,396","9,756,120",.,5.63,"9,345,020","134,696,962",.,6.94
2000,IN,Final,"1,966,763","28,648,542",.,6.87,"1,214,194","20,467,903",.,5.93,"1,829,174","48,040,239",.,3.81,.,.,.,.,"57,905","618,240",.,9.37,"5,068,042","97,774,925",.,5.18
2000,KS,Final,"958,760","12,528,341",.,7.65,"781,826","12,511,075",.,6.25,"465,004","10,222,176",.,4.55,.,.,.,.,"48,133","659,869",.,7.29,"2,253,727","35,921,461",.,6.27
2000,KY,Final,"1,278,671","23,374,473",.,5.47,"716,537","13,932,748",.,5.14,"1,135,800","37,689,295",.,3.01,.,.,.,.,"145,951","3,319,643",.,4.40,"3,276,955","78,316,156",.,4.18
2000,LA,Final,"2,127,080","27,719,176",.,7.67,"1,307,938","18,225,349",.,7.18,"1,599,115","31,950,418",.,5.00,.,.,.,.,"195,101","2,795,402",.,6.98,"5,229,233","80,690,347",.,6.48
2000,MA,Final,"1,849,974","17,562,309",.,10.53,"2,101,791","23,033,270",.,9.13,"863,505","10,533,042",.,8.20,.,.,.,.,"98,740","644,493",.,15.32,"4,914,011","51,773,114",.,9.49
2000,MD,Final,"1,904,953","23,949,315",.,7.95,"1,690,691","25,804,298",.,6.55,"416,699","10,066,312",.,4.14,.,.,.,.,"76,283","857,876",.,8.89,"4,088,625","60,677,805",.,6.74
2000,ME,Final,"466,583","3,736,802",.,12.49,"379,624","3,712,197",.,10.23,"313,553","4,550,515",.,6.89,.,.,.,.,"18,716","163,462",.,11.45,"1,178,476","12,162,976",.,9.69
2000,MI,Final,"2,617,705","30,707,268",.,8.52,"2,832,471","35,867,004",.,7.90,"1,898,272","37,267,698",.,5.09,.,.,.,.,"100,193","930,249",.,10.77,"7,448,640","104,772,214",.,7.11
2000,MN,Final,"1,400,070","18,629,364",.,7.52,"735,968","11,580,320",.,6.36,"1,319,130","28,842,084",.,4.57,.,.,.,.,"55,511","730,319",.,7.60,"3,510,679","59,782,089",.,5.87
2000,MO,Final,"2,083,889","29,581,353",.,7.04,"1,507,700","25,875,304",.,5.83,"712,009","16,079,807",.,4.43,.,.,.,.,"66,649","1,106,234",.,6.02,"4,370,247","72,642,698",.,6.02
2000,MS,Final,"1,191,492","17,192,810",.,6.93,"733,682","11,450,761",.,6.41,"656,719","15,856,372",.,4.14,.,.,.,.,"69,679","836,236",.,8.33,"2,651,567","45,336,177",.,5.85
2000,MT,Final,"253,609","3,907,756",.,6.49,"212,509","3,791,860",.,5.60,"260,568","6,567,935",.,3.97,.,.,.,.,"2,126","312,433",.,0.68,"728,812","14,579,983",.,5.00
2000,NC,Final,"3,709,074","46,536,517",.,7.97,"2,344,590","36,858,837",.,6.36,"1,569,278","34,251,860",.,4.58,.,.,.,.,"144,131","2,208,244",.,6.53,"7,767,072","119,855,455",.,6.48
2000,ND,Final,"218,161","3,390,035",.,6.44,"155,265","2,554,044",.,6.08,"120,528","3,031,307",.,3.98,.,.,.,.,"18,346","438,023",.,4.19,"512,301","9,413,409",.,5.44
2000,NE,Final,"544,638","8,346,035",.,6.53,"381,502","7,040,700",.,5.42,"262,838","7,276,086",.,3.61,.,.,.,.,"102,825","1,686,371",.,6.10,"1,291,801","24,349,189",.,5.31
2000,NH,Final,"480,832","3,656,133",.,13.15,"407,847","3,774,446",.,10.81,"238,118","2,597,404",.,9.17,.,.,.,.,"16,254","130,919",.,12.42,"1,143,052","10,158,903",.,11.25
2000,NJ,Final,"2,521,948","24,547,337",.,10.27,"3,027,249","33,112,344",.,9.14,"1,013,122","11,811,562",.,8.58,.,.,.,.,"61,272","505,889",.,12.11,"6,623,587","69,977,129",.,9.47
2000,NM,Final,"412,707","4,937,073",.,8.36,"470,967","6,673,561",.,7.06,"257,378","5,492,381",.,4.69,.,.,.,.,"95,679","1,697,659",.,5.64,"1,236,731","18,800,675",.,6.58
2000,NV,Final,"684,852","9,406,303",.,7.28,"441,376","6,548,291",.,6.74,"559,965","11,238,849",.,4.98,.,.,.,.,"28,517","598,251",.,4.77,"1,714,709","27,791,690",.,6.17
2000,NY,Final,"6,009,789","43,017,571",.,13.97,"7,562,390","59,764,161",.,12.65,"1,388,596","25,838,298",.,5.37,.,.,.,.,"1,205,847","13,406,533",.,8.99,"16,166,620","142,026,559",.,11.38
2000,OH,Final,"4,002,196","46,488,136",.,8.61,"3,102,406","40,757,136",.,7.61,"3,236,887","74,019,337",.,4.37,.,.,.,.,"239,899","3,930,247",.,6.10,"10,581,389","165,194,858",.,6.41
2000,OK,Final,"1,379,786","19,640,231",.,7.03,"805,464","13,115,234",.,6.14,"569,824","13,934,900",.,4.09,.,.,.,.,"156,833","2,873,777",.,5.46,"2,911,906","49,564,142",.,5.88
2000,OR,Final,"1,070,879","18,211,760",.,5.88,"773,729","15,289,496",.,5.06,"581,853","16,353,313",.,3.56,.,.,.,.,"33,769","475,841",.,7.10,"2,460,231","50,330,414",.,4.89
2000,PA,Final,"4,290,918","45,007,795",.,9.53,"3,238,125","42,002,203",.,7.71,"2,559,018","45,448,583",.,5.63,.,.,.,.,"148,504","1,386,746",.,10.71,"10,236,561","133,845,326",.,7.65
2000,RI,Final,"300,523","2,664,399",.,11.28,"300,748","3,165,649",.,9.50,"122,127","1,393,539",.,8.76,.,.,.,.,"19,584","77,747",.,25.19,"742,983","7,301,336",.,10.18
2000,SC,Final,"1,916,222","25,270,115",.,7.58,"1,109,682","17,483,353",.,6.35,"1,246,055","33,307,511",.,3.74,.,.,.,.,"59,804","950,987",.,6.29,"4,331,766","77,011,968",.,5.62
2000,SD,Final,"253,946","3,423,321",.,7.42,"160,850","2,421,678",.,6.64,"89,964","2,002,713",.,4.49,.,.,.,.,"18,706","435,027",.,4.30,"523,467","8,282,739",.,6.32
2000,TN,Final,"2,316,447","36,622,144",.,6.33,"1,617,109","25,756,511",.,6.28,"1,319,568","32,289,069",.,4.09,.,.,.,.,"93,152","1,059,981",.,8.79,"5,346,271","95,727,708",.,5.58
2000,TX,Final,"9,304,786","116,895,282",.,7.96,"5,835,485","84,847,756",.,6.88,"4,491,031","101,588,419",.,4.42,.,.,.,.,"1,010,949","14,931,070",.,6.77,"20,642,249","318,262,528",.,6.49
2000,UT,Final,"409,622","6,513,507",.,6.29,"412,187","7,884,213",.,5.23,"265,193","7,917,342",.,3.35,.,.,.,.,"36,003","870,211",.,4.14,"1,123,005","23,185,276",.,4.84
2000,VA,Final,"2,822,623","37,541,301",.,7.52,"1,597,908","28,298,795",.,5.65,"803,560","20,618,946",.,3.90,.,.,.,.,"517,578","10,256,361",.,5.05,"5,741,668","96,715,402",.,5.94
2000,VT,Final,"250,503","2,036,935",.,12.30,"202,544","1,909,515",.,10.61,"120,389","1,645,856",.,7.31,.,.,.,.,"5,649","46,306",.,12.20,"579,088","5,638,614",.,10.27
2000,WA,Final,"1,695,061","33,035,778",.,5.13,"1,166,377","23,990,574",.,4.86,"1,169,580","35,409,825",.,3.30,.,.,.,.,"148,711","4,074,944",.,3.65,"4,179,726","96,511,121",.,4.33
2000,WI,Final,"1,501,605","19,929,346",.,7.53,"1,104,023","18,321,476",.,6.03,"1,057,491","26,161,878",.,4.04,.,.,.,.,"54,333","733,786",.,7.40,"3,717,451","65,146,487",.,5.71
2000,WV,Final,"610,083","9,737,792",.,6.27,"370,782","6,796,304",.,5.46,"416,914","11,082,979",.,3.76,.,.,.,.,"7,501","75,926",.,9.88,"1,405,279","27,692,998",.,5.07
2000,WY,Final,"136,579","2,102,532",.,6.50,"145,251","2,748,286",.,5.29,"245,649","7,320,555",.,3.36,.,.,.,.,"9,570","196,313",.,4.87,"537,050","12,367,684",.,4.34
2000,US,Final,"98,209,391","1,192,446,491",.,8.24,"78,405,330","1,055,232,079",.,7.43,"49,369,495","1,064,239,391",.,4.64,.,.,.,.,"7,179,202","109,496,283",.,6.56,"233,163,397","3,421,414,256",.,6.81
2001,AK,Final,"229,169","1,891,468",.,12.12,"235,454","2,289,011",.,10.29,"82,180","1,079,423",.,7.61,.,.,.,.,"27,912","194,180",.,14.37,"574,714","5,454,081",.,10.54
2001,AL,Final,"1,950,059","27,802,208",.,7.01,"1,233,009","18,868,140",.,6.53,"1,212,229","31,949,084",.,3.79,.,.,.,.,"52,566","738,828",.,7.11,"4,447,861","79,358,257",.,5.60
2001,AR,Final,"1,165,379","15,103,946",.,7.72,"566,612","9,153,492",.,6.19,"741,114","16,734,271",.,4.43,.,.,.,.,"51,166","740,742",.,6.91,"2,524,273","41,732,448",.,6.05
2001,AZ,Final,"2,174,366","26,200,172",.,8.30,"1,623,881","22,045,222",.,7.37,"596,577","11,376,746",.,5.24,.,.,.,.,"130,776","2,652,165",.,4.93,"4,525,596","62,274,303",.,7.27
2001,CA,Final,"9,268,973","76,667,630",.,12.09,"11,715,762","96,459,340",.,12.15,"5,819,126","63,041,253",.,9.23,.,.,.,.,"982,680","11,590,552",.,8.48,"27,786,540","247,758,779",.,11.22
2001,CO,Final,"1,080,209","14,470,251",.,7.47,"1,013,543","17,889,639",.,5.67,"488,616","10,918,385",.,4.48,.,.,.,.,"80,080","957,767",.,8.36,"2,662,447","44,236,038",.,6.02
2001,CT,Final,"1,305,824","11,974,617",.,10.90,"1,151,609","12,442,210",.,9.26,"424,828","5,572,235",.,7.62,.,.,.,.,"55,164","551,700",.,10.00,"2,937,426","30,540,758",.,9.62
2001,DC,Final,"132,283","1,698,867",.,7.79,"636,224","8,538,826",.,7.45,"13,504","280,914",.,4.81,.,.,.,.,"23,113","361,866",.,6.39,"805,125","10,880,471",.,7.40
2001,DE,Final,"321,351","3,733,993",.,8.61,"252,399","3,605,435",.,7.00,"191,239","3,977,532",.,4.81,.,.,.,.,"8,738","61,666",.,14.17,"773,727","11,378,627",.,6.80
2001,FL,Final,"8,712,905","101,377,094",.,8.59,"5,239,143","73,957,636",.,7.08,"1,028,202","19,854,252",.,5.18,.,.,.,.,"422,864","5,563,152",.,7.60,"15,403,113","200,752,133",.,7.67
2001,GA,Final,"3,427,720","44,380,212",.,7.72,"2,502,599","37,838,788",.,6.61,"1,453,841","33,940,716",.,4.28,.,.,.,.,"139,552","1,630,758",.,8.56,"7,523,713","117,790,473",.,6.39
2001,HI,Final,"457,800","2,802,469",.,16.34,"463,606","3,129,441",.,14.81,"442,535","3,789,895",.,11.68,.,.,.,.,"10,547","62,757",.,16.81,"1,374,490","9,784,562",.,14.05
2001,IA,Final,"1,045,204","12,429,673",.,8.41,"569,619","8,512,208",.,6.69,"679,233","16,238,198",.,4.18,.,.,.,.,"128,368","2,263,679",.,5.67,"2,422,422","39,443,755",.,6.14
2001,ID,Final,"414,721","6,905,547",.,6.01,"335,715","6,543,349",.,5.13,"270,937","7,305,412",.,3.71,.,.,.,.,"15,941","341,710",.,4.67,"1,037,310","21,096,016",.,4.92
2001,IL,Final,"3,644,563","41,820,006",.,8.71,"3,193,915","43,135,422",.,7.40,"1,895,908","40,779,943",.,4.65,.,.,.,.,"656,407","10,298,177",.,6.37,"9,390,789","136,033,549",.,6.90
2001,IN,Final,"2,037,162","29,419,673",.,6.92,"1,350,709","25,550,786",.,5.29,"1,727,573","42,079,603",.,4.11,.,.,.,.,"61,966","683,904",.,9.06,"5,177,410","97,733,968",.,5.30
